Participant,Parent Firm,Station Name,Region,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Physical Unit No.,Unit Size (MW),Aggregation,DUID,Reg Cap (MW),Max Cap (MW),Max ROC/Min
AETV Pty Ltd,Aurora Energy,Bairnsdale Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,47,Y,BDL01,47,47,4
AETV Pty Ltd,Aurora Energy,Bairnsdale Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,47,Y,BDL02,47,47,4
AETV Pty Ltd,Aurora Energy,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,35,Y,BBTHREE1,35,49,10
AETV Pty Ltd,Aurora Energy,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,35,Y,BBTHREE2,35,49,10
AETV Pty Ltd,Aurora Energy,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,35,Y,BBTHREE3,35,49,10
AETV Pty Ltd,Aurora Energy,Bell Bay Three Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,58,Y,TVPP104,58,58,10
AETV Pty Ltd,Aurora Energy,Tamar Valley Combined Cycle Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1,140.6,Y,TVCC201,208.6,208,9
AETV Pty Ltd,Aurora Energy,Tamar Valley Combined Cycle Power Station,TAS1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),2,68,Y,TVCC201,-,-,-
AGL Hydro Partnership,AGL,Agl Kemps Creek,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1-Feb,0.5,Y,AGLSITA1,1,2,0
AGL Hydro Partnership,AGL,Banimboola Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Feb,5.3,Y,BAPS,12.85,13,
AGL Hydro Partnership,AGL,Banimboola Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,3,2.25,Y,BAPS,-,-,-
AGL Hydro Partnership,AGL,Bogong / Mackay Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Mar,26.7,Y,MCKAY1,-,-,-
AGL Hydro Partnership,AGL,Bogong / Mackay Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Feb,74,Y,MCKAY1,308.2,300,60
AGL Hydro Partnership,AGL,Broken Hill Solar Plant,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,Jan-80,0.672,N,BROKENH1,53.76,53,20
AGL Hydro Partnership,AGL,Burrendong Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,19,N,BDONGHYD,19,19,0
AGL Hydro Partnership,AGL,Clover Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Feb,14.5,Y,CLOVER,29,29,0
AGL Hydro Partnership,AGL,Copeton Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,22.5,N,COPTNHYD,22.5,23,0
AGL Hydro Partnership,AGL,Dartmouth Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,150,Y,DARTM1,150,185,60
AGL Hydro Partnership,AGL,Eildon Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,60,Y,EILDON1,60,60,20
AGL Hydro Partnership,AGL,Eildon Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1b,7.5,Y,EILDON1,-,-,-
AGL Hydro Partnership,AGL,Eildon Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,2,60,Y,EILDON2,60,60,20
AGL Hydro Partnership,AGL,Eildon Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,2b,7.5,Y,EILDON2,-,-,-
AGL Hydro Partnership,AGL,Glenbawn Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,5.5,N,GLBWNHYD,5.5,6,0
AGL Hydro Partnership,AGL,ISIS Central Sugar Mill Co-generation Plant,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,25,N,ICSM,25,25,
AGL Hydro Partnership,AGL,Kincumber Landfill Site,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1,1.064,N,KINCUM1,1.064,1,0
AGL Hydro Partnership,AGL,Macarthur Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-140,3,N,MACARTH1,420,420,90
AGL Hydro Partnership,AGL,Moranbah Generation Project,QLD1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Compression Reciprocating Engine,1-Aug,1.57,N,MORANBAH,12.56,13,
AGL Hydro Partnership,AGL,Nyngan Solar Plant,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,1-154,0.663,N,NYNGAN1,102.141,102,20
AGL Hydro Partnership,AGL,Oaklands Hill Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-32,2.1,N,OAKLAND1,67,63,30
AGL Hydro Partnership,AGL,Pindari Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,6.7,N,PINDARI,6.7,6,
AGL Hydro Partnership,AGL,Rubicon Mountain Streams Station,VIC1,Generator,Non-Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,13.55,N,-,13.55,13,
AGL Hydro Partnership,AGL,Rubicon Mountain Streams Station,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Hydro - Gravity,LRPS1,2.7,Y,RUBICON,2.7,2.7,0
AGL Hydro Partnership,AGL,Rubicon Mountain Streams Station,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Hydro - Gravity,RFPS1,0.3,Y,RUBICON,0.3,0.3,0
AGL Hydro Partnership,AGL,Rubicon Mountain Streams Station,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Hydro - Gravity,RPS1-2,4.7,Y,RUBICON,9.4,9.4,0
AGL Hydro Partnership,AGL,Rubicon Mountain Streams Station,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Hydro - Gravity,RYPS1,0.8,Y,RUBICON,0.8,0.8,0
AGL Hydro Partnership,AGL,Somerton Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1-Apr,42.5,Y,AGLSOM,170,170,30
AGL Hydro Partnership,AGL,Townsville Gas Turbine,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1,160,Y,YABULU,160,174,17
AGL Hydro Partnership,AGL,Townsville Gas Turbine,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),2,82,Y,YABULU2,82,84,10
AGL Hydro Partnership,AGL,West Kiewa Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,WKIEWA1,15.5,Y,WKIEWA1,31,34,15
AGL Hydro Partnership,AGL,West Kiewa Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,WKIEWA2,15.5,Y,WKIEWA2,31,34,15
AGL Hydro Partnership,AGL,West Nowra Landfill Gas Power Generation Facility,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1,1,N,AGLNOW1,1,1,
AGL Hydro Partnership,AGL,Woy Woy Landfill Site,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Spark Ignition Reciprocating Engine,1,1.064,N,WOYWOY1,1.064,1,0
AGL Hydro Partnership,AGL,Yarrawonga Hydro Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Feb,4.725,N,YWNGAHYD,9,9,0
AGL Loy Yang Marketing Pty Ltd,AGL,Loy Yang A Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,1,560,Y,LYA1,560,590,118
AGL Loy Yang Marketing Pty Ltd,AGL,Loy Yang A Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,2,530,Y,LYA2,530,535,108
AGL Loy Yang Marketing Pty Ltd,AGL,Loy Yang A Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,3,560,Y,LYA3,560,590,118
AGL Loy Yang Marketing Pty Ltd,AGL,Loy Yang A Power Station,VIC1,Generator,Market,Scheduled,Fossil,Brown Coal,Combustion,Steam Sub-Critical,4,560,Y,LYA4,560,580,116
AGL Macquarie Pty Limited,AGL,Bayswater Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,660,Y,BW01,660,700,140
AGL Macquarie Pty Limited,AGL,Bayswater Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,660,Y,BW02,660,700,140
AGL Macquarie Pty Limited,AGL,Bayswater Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,660,Y,BW03,660,700,140
AGL Macquarie Pty Limited,AGL,Bayswater Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,660,Y,BW04,660,700,140
AGL Macquarie Pty Limited,AGL,Hunter Valley Gas Turbine,NSW1,Generator,Market,Scheduled,Fossil,Kerosene,Combustion,Open Cycle Gas turbines (OCGT),1-Feb,25,Y,HVGTS,50,50,10
AGL Macquarie Pty Limited,AGL,Liddell Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,500,Y,LD01,500,550,110
AGL Macquarie Pty Limited,AGL,Liddell Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,500,Y,LD02,500,550,110
AGL Macquarie Pty Limited,AGL,Liddell Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,500,Y,LD03,500,550,110
AGL Macquarie Pty Limited,AGL,Liddell Power Station,NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,500,Y,LD04,500,550,110
AGL PARF NSW Pty Ltd,AGL,Silverton Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-58,3.43,Y,STWF1,198.94,198,50
AGL SA Generation Pty Limited,AGL,Hallett 1 Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-45,2.1,N,HALLWF1,94.5,95,30
AGL SA Generation Pty Limited,AGL,Hallett 2 Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-34,2.1,N,HALLWF2,71.4,71,30
AGL SA Generation Pty Limited,AGL,North Brown Hill Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-63,2.1,N,NBHWF1,132.3,132,30
AGL SA Generation Pty Limited,AGL,The Bluff Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-25,2.1,N,BLUFF1,52.5,53,30
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,1,120,Y,TORRA1,120,120,20
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,2,120,Y,TORRA2,120,120,20
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,3,120,Y,TORRA3,120,120,15
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,4,120,Y,TORRA4,120,120,15
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,1,200,Y,TORRB1,200,210,20
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,2,200,Y,TORRB2,200,210,20
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,3,200,Y,TORRB3,200,210,20
AGL SA Generation Pty Limited,AGL,Torrens Island Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas / Fuel Oil,Combustion,Steam Sub-Critical,4,200,Y,TORRB4,200,210,20
AGL SA Generation Pty Limited,AGL,Wattle Point Wind Farm,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-55,1.65,N,WPWF,90.75,91,
Alcoa Portland Aluminium Pty Ltd,Alcoa,Portland,VIC1,Load,Non-Market,Non-Scheduled,-,-,-,-,1,450,N,-,450,509,0
Alinta Energy Retail Sales Pty Ltd,Alinta,Bald Hills Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-52,2.05,N,BALDHWF1,106.6,106,600
Alinta Energy Retail Sales Pty Ltd,Alinta,Bannerton Solar Park,VIC1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Jan-40,2.5,Y,BANN1,100,88,17
Alinta Energy Retail Sales Pty Ltd,Alinta,Maroona Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-Feb,3.4,Y,MAROOWF1,6.8,6,4
Ararat Wind Farm Pty Ltd,Ararat Wind Farm Pty Ltd,Ararat Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-31,3.23,Y,ARWF1,241.59,241,50
Ararat Wind Farm Pty Ltd,Ararat Wind Farm Pty Ltd,Ararat Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,32,2.57,Y,ARWF1,-,-,-
Ararat Wind Farm Pty Ltd,Ararat Wind Farm Pty Ltd,Ararat Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,33-75,3.23,Y,ARWF1,-,-,-
Arrow Energy Trading Pty Ltd,Arrow Energy,Daandine Power Station,QLD1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Compression Reciprocating Engine,1-Nov,3,N,DAANDINE,33,30,0
Arrow Southern Generation Pty Ltd And Arrow Braemar 2 Pty Ltd,Arrow Energy,Braemar 2 Power Station,QLD1,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),5,173,Y,BRAEMAR5,173,173,35
Arrow Southern Generation Pty Ltd And Arrow Braemar 2 Pty Ltd,Arrow Energy,Braemar 2 Power Station,QLD1,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),6,173,Y,BRAEMAR6,173,173,35
Arrow Southern Generation Pty Ltd And Arrow Braemar 2 Pty Ltd,Arrow Energy,Braemar 2 Power Station,QLD1,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),7,173,Y,BRAEMAR7,173,173,35
Basslink Pty Ltd,Basslink,Basslink HVDC Link,TAS1,Generator,Market,Non-Scheduled,,,,,1,480,N,BLNKTAS,480,478,
Basslink Pty Ltd,Basslink,Basslink HVDC Link,VIC1,Generator,Market,Non-Scheduled,,,,,1,600,N,BLNKVIC,600,594,
Boco Rock Wind Farm Pty Ltd,Boco Rock Wind Farm Pty Ltd,Boco Rock Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-58,1.7,N,BOCORWF1,113.18,113,201
Boco Rock Wind Farm Pty Ltd,Boco Rock Wind Farm Pty Ltd,Boco Rock Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,59-67,1.62,N,BOCORWF1,-,-,-
Braemar Power Project Pty Ltd,Alinta,Braemar Power Station,QLD1,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),1,168,Y,BRAEMAR1,168,173,43
Braemar Power Project Pty Ltd,Alinta,Braemar Power Station,QLD1,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),2,168,Y,BRAEMAR2,168,173,43
Braemar Power Project Pty Ltd,Alinta,Braemar Power Station,QLD1,Generator,Market,Scheduled,Fossil,Coal Seam Methane,Combustion,Open Cycle Gas turbines (OCGT),3,168,Y,BRAEMAR3,168,173,43
Braemar Power Project Pty Ltd ,Alinta,Collinsville Solar PV Power Station,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat Panel,Jan-17,2.5,Y,CSPVPS,42,40,8
Callide Power Trading Pty Limited,CS Energy,Callide C Nett Off,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,3,420,Y,CPP_3,420,420,84
Callide Power Trading Pty Limited,CS Energy,Callide C Nett Off,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,4,420,Y,CPP_4,420,420,84
Canunda Power Pty Ltd,Engie,Canunda Wind Farm,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-23,2,N,CNUNDAWF,46,46,
Cape Byron Management Pty Ltd,Cape Byron Power,Broadwater Power Station,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,30,N,BWTR1,38,38,0
Cape Byron Management Pty Ltd,Cape Byron Power,Broadwater Power Station,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,2,8,N,BWTR1,-,-,-
Cape Byron Management Pty Ltd,Cape Byron Power,Condong Power Station,NSW1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,30,N,CONDONG1,30,30,
Cathedral Rocks Wind Farm Pty Ltd,Energy Australia,Cathedral Rocks,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-33,2,N,CATHROCK,66,66,
Clare Solar Farm Pty Ltd,FRV,Clare Solar Farm,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Jan-69,1.598,Y,CLARESF1,110.262,100,12
Coleambally Solar Pty Ltd,Neoen,Coleambally Solar Farm,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Jan-90,1.666,Y,COLEASF1,180,150,30
Coonooer Bridge Wind Farm Pty Ltd,Eurus Energy,Coonooer Bridge Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1,19.8,N,CBWF1,19.8,20,0
CS Energy Limited,CS Energy,Callide Power Station,QLD1,Generator,Non-Market,Non-Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,30,N,-,30,30,0
CS Energy Limited,CS Energy,Callide Power Station,QLD1,Generator,Market,Non-Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,30,N,CALL_A_4,30,30,1
CS Energy Limited,CS Energy,Callide Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,350,Y,CALL_B_1,350,385,77
CS Energy Limited,CS Energy,Callide Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,350,Y,CALL_B_2,350,385,77
CS Energy Limited,CS Energy,Gladstone Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,280,Y,GSTONE1,280,285,57
CS Energy Limited,CS Energy,Gladstone Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,280,Y,GSTONE2,280,285,57
CS Energy Limited,CS Energy,Gladstone Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,280,Y,GSTONE3,280,285,57
CS Energy Limited,CS Energy,Gladstone Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,280,Y,GSTONE4,280,285,57
CS Energy Limited,CS Energy,Gladstone Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,5,280,Y,GSTONE5,280,285,57
CS Energy Limited,CS Energy,Gladstone Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,6,280,Y,GSTONE6,280,285,57
CS Energy Limited,CS Energy,Kogan Creek Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,1,744,Y,KPP_1,744,781,157
CS Energy Limited,CS Energy,Wivenhoe Power Station,QLD1,Load,Market,Scheduled,-,-,-,-,1,240,Y,PUMP1,240,245,120
CS Energy Limited,CS Energy,Wivenhoe Power Station,QLD1,Load,Market,Scheduled,-,-,-,-,2,240,Y,PUMP2,240,245,120
CS Energy Limited,CS Energy,Wivenhoe Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Pump Storage,1,250,Y,W/HOE#1,250,312,300
CS Energy Limited,CS Energy,Wivenhoe Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Pump Storage,2,250,Y,W/HOE#2,250,312,300
Cullerin Range Wind Farm Pty Ltd,EDL,Cullerin Range Wind Farm,NSW1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-15,2,N,CULLRGWF,30,30,
Darling Downs Solar Farm Pty Ltd ,EDL,"Darling Downs Solar Farm, Units 1-44 ",QLD1,Generator,Market,Semi-Scheduled,Solar,Solar ,Renewable,Photovoltaic Flat Panel,Jan-44,2.75,Y,DDSF1,121,108,21
Delta Electricity,Delta Electricity,"Vales Point ""B"" Power Station",NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,5,660,Y,VP5,660,680,25
Delta Electricity,Delta Electricity,"Vales Point ""B"" Power Station",NSW1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,6,660,Y,VP6,660,680,25
Diamond Energy Pty Ltd,Diamond Energy Pty Ltd,Barcaldine Solar Farm,QLD1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,1-Feb,10,Y,BARCSF1,20,20,0
