Participant,Parent Firm,Station Name,Region,Dispatch Type,Category,Classification,Fuel Source - Primary,Fuel Source - Descriptor,Technology Type - Primary,Technology Type - Descriptor,Physical Unit No.,Unit Size (MW),Aggregation,DUID,Reg Cap (MW),Max Cap (MW),Max ROC/Min
Pacific Hydro Investments Pty Ltd,Pacific Hydro,Eildon Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,4.5,N,EILDON3,4.5,5,0
Pacific Hydro Investments Pty Ltd,Pacific Hydro,Glenmaggie Hydro Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,3.8,N,GLENMAG1,3.8,4,0
Pacific Hydro Investments Pty Ltd,Pacific Hydro,The Drop Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,2.5,N,THEDROP1,2.5,3,0
Pacific Hydro Investments Pty Ltd,Pacific Hydro,William Hovell Power Station,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,1.5,N,WILLHOV1,1.5,2,0
Pacific Hydro Portland Wind Farm Pty Ltd,Pacific Hydro,Portland Wind Farm,VIC1,Generator,Non-Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,"CNN,CWG_MM82,CWG_MM92,PRTLCBW_C1,PRTLCNS_C2",2,N,-,148,148,0
Pacific Hydro Yaloak South Pty Ltd,Pacific Hydro,Yaloak South Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-14,2.05,Y,YSWF1,28.7,28,172
Parkes Solar Farm Pty Ltd,Neoen,Parkes Solar Farm,NSW1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,Jan-22,2.295,Y,PARSF1,50.49,50,1000
Pelican Point Power Limited,Engie,Pelican Point Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1-Feb,160,Y,PPCCGT,478,529,55
Pelican Point Power Limited,Engie,Pelican Point Power Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),3,158,Y,PPCCGT,-,-,-
Pioneer Sugar Mills Pty Ltd,Pioneer Sugar Mills Pty Ltd,Pioneer Sugar Mill,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,30.86,N,-,67.78,68,
Pioneer Sugar Mills Pty Ltd,Pioneer Sugar Mills Pty Ltd,Pioneer Sugar Mill,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,2,36.92,N,-,-,-,-
Progressive Green Pty Ltd,Flow Power,South East Water - Halllam Hydro Plant,VIC1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,0.25,N,HLMSEW01,0.25,1,
Progressive Green Pty Ltd,Flow Power,Wonthaggi Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-Jun,2,Y,WONWP,12,12,
Pyrenees Wind Energy Development Pty Ltd,Acciona,Waubra Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-128,1.5,N,WAUBRAWF,192,192,
QGC Sales Qld Pty Ltd,QGC Sales Qld Pty Ltd,Condamine Power Station A,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1-Feb,43,Y,CPSA,143,144,29
QGC Sales Qld Pty Ltd,QGC Sales Qld Pty Ltd,Condamine Power Station A,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),3,57,Y,CPSA,-,-,-
Renewable Power Australia Limited,Renewable Power Australia Limited,Rocky Point Cogeneration Plant,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,30,N,RPCG,30,30,0
Ross River Operations Pty Ltd as the Trustee for the Ross River Operations Trust ,Palisade,"Ross River Solar Farm, Units 1-64 ",QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Jan-64,2,Y,RRSF1,128,116,696
Royalla Solar Farm Pty Limited,Acciona,Royalla Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,Jan-20,1,N,ROYALLA1,20,20,0
RTA Yarwun Pty Ltd,Rio Tinto,Yarwun Power Station,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1,154,Y,YARWUN_1,154,180,36
SA Power Networks,SA Power Networks,Temporary Generation North,SA1,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-May,30.8,Y,SATGN1,154,154,75
SA Power Networks,SA Power Networks,Temporary Generation South,SA1,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-Apr,30.8,Y,SATGS1,123.2,123,60
Salt Creek Wind Farm Pty Ltd,Tilt Renewables,Salt Creek Wind Farm,VIC1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-15,3.6,Y,SALTCRK1,54,54,162
Santos NSW (Narrabri Power) Pty Ltd,Santos,Wilga Park B,NSW1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,1-Feb,3,N,WILGB01,6,6,0
Santos NSW (Narrabri Power) Pty Ltd,Santos,Wilga Park Power Station,NSW1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,1-Apr,1,N,WILGAPK,10,10,0
Santos NSW (Narrabri Power) Pty Ltd,Santos,Wilga Park Power Station,NSW1,Generator,Market,Non-Scheduled,Fossil,Coal Seam Methane,Combustion,Spark Ignition Reciprocating Engine,5-Jun,3,N,WILGAPK,-,-,-
Secure Energy Pty Ltd,Secure Energy Pty Ltd,Southbank Institute Of Technology Unit 1 Plant,QLD1,Generator,Market,Non-Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,1,1,N,STHBKTEC,1,1,
Snowtown Wind Farm Pty Ltd,Tilt Renewables,Snowtown Wind Farm Units 1 And 47,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-47,2.1,N,SNOWTWN1,99,99,20
Snowtown Wind Farm Stage 2 Pty Ltd,Tilt Renewables,Snowtown South Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-42,3,N,SNOWSTH1,126,126,50
Snowtown Wind Farm Stage 2 Pty Ltd,Tilt Renewables,Snowtown Wind Farm Stage 2 North,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-48,3,N,SNOWNTH1,144,144,50
Snowy Hydro Limited,Snowy Hydro,Angaston Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,Jan-18,1.667,Y,ANGAST1,50,50,14
Snowy Hydro Limited,Snowy Hydro,Blowering Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,70,Y,BLOWERNG,70,80,10
Snowy Hydro Limited,Snowy Hydro,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,181,Y,CG1,181,181,34
Snowy Hydro Limited,Snowy Hydro,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,181,Y,CG2,181,181,34
Snowy Hydro Limited,Snowy Hydro,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,181,Y,CG3,181,181,34
Snowy Hydro Limited,Snowy Hydro,Colongra Power Station,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),4,181,Y,CG4,181,181,34
Snowy Hydro Limited,Snowy Hydro,Guthega Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Feb,30,Y,GUTHEGA,60,80,20
Snowy Hydro Limited,Snowy Hydro,Jindabyne Pump At Guthega,VIC1,Generator,Non-Market,Non-Scheduled,,,,,1,70,N,-,70,70,
Snowy Hydro Limited,Snowy Hydro,Jindabyne Small Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,1.1,N,JNDABNE1,1.1,1,
Snowy Hydro Limited,Snowy Hydro,Jounama Small Hydro Power Station,NSW1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,14,N,JOUNAMA1,14,14,
Snowy Hydro Limited,Snowy Hydro,Laverton North Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,156,Y,LNGS1,156,172,27
Snowy Hydro Limited,Snowy Hydro,Laverton North Power Station,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,156,Y,LNGS2,156,172,27
Snowy Hydro Limited,Snowy Hydro,Lonsdale Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,Jan-18,1.125,Y,LONSDALE,20,21,10
Snowy Hydro Limited,Snowy Hydro,Murray Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Oct,95,Y,MURRAY,1502,1575,450
Snowy Hydro Limited,Snowy Hydro,Murray Power Station,VIC1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,Nov-14,138,Y,MURRAY,-,-,-
Snowy Hydro Limited,Snowy Hydro,Pt Stanvac Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Compression Reciprocating Engine,Jan-36,1.6,Y,PTSTAN1,57.6,65,15
Snowy Hydro Limited,Snowy Hydro,Tumut 3 Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Jun,250,Y,TUMUT3,1500,1800,600
Snowy Hydro Limited,Snowy Hydro,Tumut 3 Pumps,NSW1,Load,Market,Scheduled,,,,,4-Jun,200,Y,SNOWYP,600,600,120
Snowy Hydro Limited,Snowy Hydro,Tumut Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1-Apr,82,Y,UPPTUMUT,616,665,320
Snowy Hydro Limited,Snowy Hydro,Tumut Power Station,NSW1,Generator,Market,Scheduled,Hydro,Water,Renewable,Hydro - Gravity,5-Aug,72,Y,UPPTUMUT,-,-,-
Snowy Hydro Limited,Snowy Hydro,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1-Jun,50,Y,VPGS1,50,60,11
Snowy Hydro Limited,Snowy Hydro,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2-Jun,50,Y,VPGS2,50,60,11
Snowy Hydro Limited,Snowy Hydro,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3-Jun,50,Y,VPGS3,50,60,11
Snowy Hydro Limited,Snowy Hydro,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),4-Jun,50,Y,VPGS4,50,60,11
Snowy Hydro Limited,Snowy Hydro,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),5-Jun,50,Y,VPGS5,50,60,11
Snowy Hydro Limited,Snowy Hydro,Valley Power Peaking Facility,VIC1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),6-Jun,50,Y,VPGS6,50,60,11
South Australian Water Corporation,South Australian Water Corporation,SA Water Bolivar Waste Water Treatment (WWT) Plant,SA1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Sewerage / Waste Water,Renewable,Pump Storage,1-Jan,2.7,N,BOLIVAR1,9.9,10,0
South Australian Water Corporation,South Australian Water Corporation,SA Water Bolivar Waste Water Treatment (WWT) Plant,SA1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Sewerage / Waste Water,Renewable,Pump Storage,1-Mar,2.4,N,BOLIVAR1,-,-,-
Stanwell Corporation Limited,Stanwell Corporation Limited,Appin Power Plant,NSW1,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Jan-54,1.03,N,APPIN,55.6,55,0
Stanwell Corporation Limited,Stanwell Corporation Limited,Barron Gorge Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,1,30,Y,BARRON-1,30,33,4
Stanwell Corporation Limited,Stanwell Corporation Limited,Barron Gorge Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,2,30,Y,BARRON-2,30,33,4
Stanwell Corporation Limited,Stanwell Corporation Limited,Invicta Sugar Mill,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,1,38.8,N,-,50.3,51,0
Stanwell Corporation Limited,Stanwell Corporation Limited,Invicta Sugar Mill,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,2,9,N,-,-,-,-
Stanwell Corporation Limited,Stanwell Corporation Limited,Invicta Sugar Mill,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Sub-Critical,3,2.5,N,-,-,-,-
Stanwell Corporation Limited,Stanwell Corporation Limited,Kareeya Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,1,21,Y,KAREEYA1,21,22,5
Stanwell Corporation Limited,Stanwell Corporation Limited,Kareeya Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,2,21,Y,KAREEYA2,21,22,5
Stanwell Corporation Limited,Stanwell Corporation Limited,Kareeya Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,3,21,Y,KAREEYA3,21,22,5
Stanwell Corporation Limited,Stanwell Corporation Limited,Kareeya Power Station,QLD1,Generator,Market,Scheduled,Hydro,Water,Renewable,Run of River,4,21,Y,KAREEYA4,21,22,5
Stanwell Corporation Limited,Stanwell Corporation Limited,Kareeya Power Station,QLD1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,5,7,N,KAREEYA5,7,7,
Stanwell Corporation Limited,Stanwell Corporation Limited,Mackay Gas Turbine,QLD1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1,30,Y,MACKAYGT,30,34,16
Stanwell Corporation Limited,Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,365,Y,STAN-1,365,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,365,Y,STAN-2,365,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,365,Y,STAN-3,365,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Stanwell Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,365,Y,STAN-4,365,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Swanbank B Power Station & Swanbank E Gas Turbine,QLD1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1,385,Y,SWAN_E,385,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Tarong North Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Super Critical,1,443,Y,TNPS1,443,480,96
Stanwell Corporation Limited,Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,1,350,Y,TARONG#1,350,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,2,350,Y,TARONG#2,350,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,3,350,Y,TARONG#3,350,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Tarong Power Station,QLD1,Generator,Market,Scheduled,Fossil,Black Coal,Combustion,Steam Sub-Critical,4,350,Y,TARONG#4,350,385,77
Stanwell Corporation Limited,Stanwell Corporation Limited,Tower Power Plant,NSW1,Generator,Market,Non-Scheduled,Fossil,Waste Coal Mine Gas,Combustion,Spark Ignition Reciprocating Engine,Jan-40,1.03,N,TOWER,41.2,41,0
Stanwell Corporation Limited,Stanwell Corporation Limited,Wivenhoe Small Hydro,QLD1,Generator,Market,Non-Scheduled,Hydro,Water,Renewable,Run of River,1,4.7,N,WIVENSH,4.7,5,
Starfish Hill Wind Farm Pty Ltd,Tarong Energy,Starfish Hill Wind Farm,SA1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-23,1.5,N,STARHLWF,34.5,35,
Sun Metals Corporation Pty Ltd,Sun Metals Corporation Pty Ltd,Sun Metals Solar Farm,QLD1,Generator,Market ,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,Jan-72,1.64,Y,SMCSF1,118,101,1492
Sun Metals Corporation Pty Ltd,Sun Metals Corporation Pty Ltd,Sun Metals Solar Farm,QLD1,Generator,Market ,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat panel,73-76,1.64,Y,SMCSF1,6,5,1492
Synergen Power Pty Limited,Engie,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,52,Y,DRYCGT1,52,57,12
Synergen Power Pty Limited,Engie,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),2,52,Y,DRYCGT2,52,57,12
Synergen Power Pty Limited,Engie,Dry Creek Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),3,52,Y,DRYCGT3,52,57,12
Synergen Power Pty Limited,Engie,Mintaro Gas Turbine Station,SA1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Open Cycle Gas turbines (OCGT),1,90,Y,MINTARO,90,105,5
Synergen Power Pty Limited,Engie,Port Lincoln Gas Turbine,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-Feb,25,Y,POR01,50,55,6
Synergen Power Pty Limited,Engie,Port Lincoln Gas Turbine,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),PL3,23.5,Y,POR03,23.5,23,5
Synergen Power Pty Limited,Engie,Snuggery Power Station,SA1,Generator,Market,Scheduled,Fossil,Diesel,Combustion,Open Cycle Gas turbines (OCGT),1-Mar,21,Y,SNUG1,63,69,3
Synergen Power Pty Limited,Engie,Snuggery Power Station,SA1,Generator,Non-Market,Non-Scheduled,,,,,1,21,N,-,21,21,
Taralga Wind Farm Nominees No 2 Pty Ltd (ATF Taralga Wind Farm Operating Trust),Pacific Hydro,Taralga Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-21,1.8,N,TARALGA1,106.8,106,180
Taralga Wind Farm Nominees No 2 Pty Ltd (ATF Taralga Wind Farm Operating Trust),Pacific Hydro,Taralga Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,22-42,2,N,TARALGA1,-,-,-
Taralga Wind Farm Nominees No 2 Pty Ltd (ATF Taralga Wind Farm Operating Trust),Pacific Hydro,Taralga Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,43-51,3,N,TARALGA1,-,-,-
Tasmanian Irrigation Pty Ltd,Tasmanian Irrigation Pty Ltd,Midlands Power Station,TAS1,Generator,Non-Market,Non-Scheduled,Hydro,Water,Renewable,Hydro - Gravity,1,6.078,N,-,6.078,7,0
The Trustee For The SWF1 Operations Trust,CWP Renewables,Sapphire Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-75,3.6,Y,SAPHWF1,270,270,225
Toora Wind Farm Pty Ltd,RATCH,Toora Wind Farm,VIC1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,1-Dec,1.75,Y,TOORAWF,21,21,
Veolia Environmental Services (Australia) Pty Ltd,Veolia Environmental Services (Australia) Pty Ltd,Veolia Ti Tree Bio Reactor,QLD1,Generator,Market,Non-Scheduled,Renewable/ Biomass / Waste,Landfill Methane / Landfill Gas,Combustion,Compression Reciprocating Engine,1-Feb,1,N,TITREE,2,2,
Visy Power Generation Pty Ltd,Visy Power Generation Pty Ltd,Smithfield Energy Facility,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),1-Mar,36.3,Y,SITHE01,170.9,170,40
Visy Power Generation Pty Ltd,Visy Power Generation Pty Ltd,Smithfield Energy Facility,NSW1,Generator,Market,Scheduled,Fossil,Natural Gas,Combustion,Combined Cycle Gas Turbine (CCGT),4,62,Y,SITHE01,-,-,-
Waterloo Wind Farm Pty Ltd,Energy Australia,Waterloo Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-37,3,N,WATERLWF,130.8,130,27
Waterloo Wind Farm Pty Ltd,Energy Australia,Waterloo Wind Farm,SA1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,38-43,3.3,N,WATERLWF,-,-,-
White Rock Wind Farm Pty Ltd,Goldwind,White Rock Solar Farm,NSW1,Generator,Market,Non-Scheduled,Solar,Solar,Renewable,Photovoltaic Flat Panel,1-Aug,2.75,Y,WRSF1,22,20,50
White Rock Wind Farm Pty Ltd,Goldwind,White Rock Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-70,2.5,Y,WRWF1,175,172,50
Whitsunday Solar Farm Pty Ltd,Edify Energy,Whitsunday Solar Farm,QLD1,Generator,Market,Semi-Scheduled,Solar,Solar,Renewable,Photovoltaic Tracking Flat panel,Jan-23,2.5,Y,WHITSF1,57.5,56,20
Wilmar Sugar Pty Ltd,Wilmar Sugar Pty Ltd,Victoria Mill,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Super Critical,3,5,N,-,24,24,0
Wilmar Sugar Pty Ltd,Wilmar Sugar Pty Ltd,Victoria Mill,QLD1,Generator,Non-Market,Non-Scheduled,Renewable/ Biomass / Waste,Bagasse,Combustion,Steam Super Critical,4,19,N,-,-,-,-
Windy Hill Wind Farm Pty Ltd,RATCH,Windy Hill Wind Farm,QLD1,Generator,Market,Non-Scheduled,Wind,Wind,Renewable,Wind - Onshore,Jan-20,0.6,Y,WHILL1,12,12,
Woodlawn Wind Pty Ltd,Infigen,Woodlawn Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,,2.1,N,WOODLWN1,48.3,48,13
Woodlawn Wind Pty Ltd,Infigen,Woodlawn Wind Farm,NSW1,Generator,Market,Semi-Scheduled,Wind,Wind,Renewable,Wind - Onshore,,2.1,N,WOODLWN1,48.3,48,13